# Counts	Error	Energy (keV)	 ErrorEnergy
10	3.1623	27.816	0.000352770506000
0	0.0000	28.250	0.000352770506000
0	0.0000	28.683	0.000352770506001
0	0.0000	29.118	0.000352770506002
0	0.0000	29.552	0.000352770506003
1	1.0000	29.987	0.000352770506004
0	0.0000	30.423	0.000352770506006
0	0.0000	30.858	0.000352770506009
0	0.0000	31.294	0.000352770506011
2	1.4142	31.731	0.000352770506014
0	0.0000	32.167	0.000352770506018
0	0.0000	32.604	0.000352770506021
1	1.0000	33.042	0.000352770506025
0	0.0000	33.480	0.000352770506030
0	0.0000	33.918	0.000352770506034
0	0.0000	34.356	0.000352770506040
0	0.0000	34.795	0.000352770506045
0	0.0000	35.234	0.000352770506051
0	0.0000	35.674	0.000352770506057
0	0.0000	36.114	0.000352770506063
0	0.0000	36.554	0.000352770506070
0	0.0000	36.995	0.000352770506077
0	0.0000	37.436	0.000352770506085
0	0.0000	37.877	0.000352770506093
0	0.0000	38.318	0.000352770506101
0	0.0000	38.760	0.000352770506110
0	0.0000	39.203	0.000352770506119
0	0.0000	39.646	0.000352770506128
1	1.0000	40.089	0.000352770506138
0	0.0000	40.532	0.000352770506148
0	0.0000	40.976	0.000352770506158
0	0.0000	41.420	0.000352770506169
0	0.0000	41.864	0.000352770506180
0	0.0000	42.309	0.000352770506191
0	0.0000	42.754	0.000352770506203
0	0.0000	43.200	0.000352770506215
0	0.0000	43.646	0.000352770506228
0	0.0000	44.092	0.000352770506240
0	0.0000	44.539	0.000352770506254
0	0.0000	44.985	0.000352770506267
0	0.0000	45.433	0.000352770506281
0	0.0000	45.880	0.000352770506295
0	0.0000	46.328	0.000352770506310
0	0.0000	46.777	0.000352770506325
0	0.0000	47.225	0.000352770506340
0	0.0000	47.674	0.000352770506356
0	0.0000	48.124	0.000352770506372
0	0.0000	48.574	0.000352770506388
1	1.0000	49.024	0.000352770506405
0	0.0000	49.474	0.000352770506422
0	0.0000	49.925	0.000352770506439
2	1.4142	50.376	0.000352770506457
2	1.4142	50.828	0.000352770506475
3	1.7321	51.279	0.000352770506493
4	2.0000	51.732	0.000352770506512
19	4.3589	52.184	0.000352770506531
22	4.6904	52.637	0.000352770506551
40	6.3246	53.090	0.000352770506571
85	9.2195	53.544	0.000352770506591
115	10.7238	53.998	0.000352770506611
157	12.5300	54.452	0.000352770506632
229	15.1327	54.907	0.000352770506653
298	17.2627	55.362	0.000352770506675
332	18.2209	55.817	0.000352770506697
395	19.8746	56.273	0.000352770506719
484	22.0000	56.729	0.000352770506742
510	22.5832	57.186	0.000352770506765
641	25.3180	57.642	0.000352770506788
647	25.4362	58.100	0.000352770506812
713	26.7021	58.557	0.000352770506836
731	27.0370	59.015	0.000352770506861
722	26.8701	59.473	0.000352770506885
742	27.2397	59.932	0.000352770506910
730	27.0185	60.391	0.000352770506936
615	24.7992	60.850	0.000352770506962
611	24.7184	61.309	0.000352770506988
529	23.0000	61.769	0.000352770507014
398	19.9499	62.230	0.000352770507041
332	18.2209	62.690	0.000352770507068
268	16.3707	63.151	0.000352770507096
199	14.1067	63.613	0.000352770507124
190	13.7840	64.074	0.000352770507152
164	12.8062	64.537	0.000352770507181
156	12.4900	64.999	0.000352770507210
139	11.7898	65.462	0.000352770507239
169	13.0000	65.925	0.000352770507269
132	11.4891	66.388	0.000352770507299
130	11.4018	66.852	0.000352770507329
122	11.0454	67.316	0.000352770507360
161	12.6886	67.781	0.000352770507391
157	12.5300	68.246	0.000352770507422
